id,create_user_id,incident_report_id,audio_url,status,retry_count,created_at,processed_at,error_message
5,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758173210782.webm,pending,0,2025-09-18 05:26:52.462+00,,
