id,create_user_id,incident_report_id,audio_url,status,retry_count,created_at,processed_at,error_message,audio_storage_path,audio_file_id,transcription_id
5,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758173210782.webm,error,0,2025-09-18 05:26:52.462+00,2025-09-18 06:40:07.764+00,"Failed to download audio file: {""__isStorageError"":true,""name"":""StorageUnknownError"",""originalError"":{}}",,,
6,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758178026684.webm,error,0,2025-09-18 06:47:08.349+00,2025-09-18 06:47:09.65+00,Request failed with status code 400,,,
7,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758178573463.webm,error,0,2025-09-18 06:56:15.052+00,2025-09-18 06:56:18.753+00,audioUrl is not defined,,,
8,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758179057250.webm,error,0,2025-09-18 07:04:19.104+00,2025-09-18 07:08:55.803+00,Request failed with status code 400,,,
9,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758179675576.webm,error,0,2025-09-18 07:14:37.331+00,2025-09-18 07:22:29.545+00,Request failed with status code 400,,,
10,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758180282002.webm,error,0,2025-09-18 07:24:43.874+00,2025-09-18 07:24:45.206+00,Request failed with status code 429,,,
11,ianring_120768,,https://yeuldqjggrrhhgozttoo.supabase.co/storage/v1/object/public/incident-audio/ianring_120768/recording_1758225615067_ngm41r.webm,failed,0,2025-09-18 20:00:17.342+00,2025-09-18 20:00:18.666+00,Request failed with status code 429,ianring_120768/recording_1758225615067_ngm41r.webm,,
